Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Old_Dialogue_ID,Old_Utterance_ID,Season,Episode,StartTime,EndTime,Speaker_ID,Listener_ID,Relationship_ID,Has_Entities,Entities,Has_Dialogue_Acts,Dialogue_Acts,Dialogue_Act_Dimension,Dialogue_Act_Comm_Func
Everything was delicious!,1st Customer,joy,positive,331,0,174,0,9,19,"0:05:55,731","0:05:57,443",0,144,105,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Thank you!,Monica,joy,positive,331,1,174,1,9,19,"0:05:57,443","0:05:57,780",144,0,105,False,[],True,"[{'dimension': 'SocialObligationManagement', 'communicative_function': 'Thanking'}]",SocialObligationManagement,Thanking
Thank you!,Monica,joy,positive,332,0,174,1,9,19,"0:05:57,443","0:05:57,780",144,1,106,False,[],True,"[{'dimension': 'SocialObligationManagement', 'communicative_function': 'Thanking'}]",SocialObligationManagement,Thanking
It was. The duck in particular was superb.,2nd Customer,joy,positive,332,1,174,2,9,19,"00:05:57,900","00:06:00,444",1,144,106,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Thank you!    You haven't said anything...,Monica,joy,positive,332,2,174,3,9,19,"00:06:00,611","00:06:07,993",144,1,106,False,[],True,"[{'dimension': 'SocialObligationManagement', 'communicative_function': 'Thanking'}]",SocialObligationManagement,Thanking
Thank you!    You haven't said anything...,Monica,joy,positive,333,0,174,3,9,19,"00:06:00,611","00:06:07,993",144,2,107,False,[],True,"[{'dimension': 'SocialObligationManagement', 'communicative_function': 'Thanking'}]",SocialObligationManagement,Thanking
Actually I do have one small complaint.,3rd Customer,neutral,neutral,333,1,174,4,9,19,"00:06:08,202","00:06:10,704",2,144,107,True,"[('one', 'CARDINAL')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Oh..please!I-I welcome criticism.,Monica,neutral,neutral,333,2,174,5,9,19,"00:06:10,871","00:06:15,501",144,2,107,False,[],True,"[{'dimension': 'SocialObligationManagement', 'communicative_function': 'Salutation'}]",SocialObligationManagement,Salutation
The musician right outside the restaurant...it's kind    of a mood-killer!,3rd Customer,sadness,negative,333,3,174,6,9,19,"00:06:16,168","00:06:19,463",2,144,107,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
What musician?,Monica,surprise,positive,333,4,174,7,9,19,"00:06:19,671","00:06:20,756",144,2,107,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'SetQ'}]",Task,SetQ
We did?,Joey,neutral,neutral,334,0,175,0,1,9,"0:07:55,224","0:07:55,850",108,144,36,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
You owe me 20 bucks.,Monica,joy,positive,334,1,175,1,1,9,"0:07:55,850","0:07:58,290",144,108,36,True,"[('20 bucks', 'QUANTITY')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
You owe me 20 bucks.,Monica,joy,positive,335,0,175,1,1,9,"0:07:55,850","0:07:58,290",144,185,22,True,"[('20 bucks', 'QUANTITY')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Thank you. Thank you so much!,Rachel,joy,positive,335,1,175,2,1,9,"00:07:58,394","00:08:00,896",185,144,22,False,[],True,"[{'dimension': 'SocialObligationManagement', 'communicative_function': 'Thanking'}]",SocialObligationManagement,Thanking
"Chandler, here you go, got your traditional Thanksgiving feast, you got your tomato soup, your grilled cheese fixin's, and your family size bag of Funyuns.",Monica,neutral,neutral,335,2,175,3,1,9,"00:08:01,063","00:08:09,237",144,185,22,True,"[('Chandler', 'PERSON'), ('Thanksgiving', 'DATE'), ('Funyuns', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Wait, wait, Chandler, this is what you're havin' for Thanksgiving dinner?",Rachel,surprise,negative,335,3,175,4,1,9,"00:08:09,405","00:08:12,032",185,144,22,True,"[('Chandler', 'PERSON'), ('Thanksgiving', 'DATE')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"What, what, what is it with you and this holiday?",Rachel,anger,negative,335,4,175,5,1,9,"00:08:12,200","00:08:14,784",185,144,22,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'SetQ'}]",Task,SetQ
"Wait, wait, Chandler, this is what you're havin' for Thanksgiving dinner?",Rachel,surprise,negative,336,0,175,4,1,9,"00:08:09,405","00:08:12,032",185,29,68,True,"[('Chandler', 'PERSON'), ('Thanksgiving', 'DATE')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"What, what, what is it with you and this holiday?",Rachel,anger,negative,336,1,175,5,1,9,"00:08:12,200","00:08:14,784",185,29,68,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'SetQ'}]",Task,SetQ
"All right, I'm nine years old.",Chandler,neutral,neutral,336,2,175,6,1,9,"00:08:16,204","00:08:17,496",29,185,68,True,"[('nine years old', 'DATE')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
We just finished this magnificent Thanksgiving dinner.,Chandler,neutral,neutral,336,3,175,8,1,9,"00:08:19,499","00:08:21,416",29,185,68,True,"[('Thanksgiving', 'DATE')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"I have--and I remember this part vividly--a mouthful of pumpkin pie, and this is the moment my parents choose to tell me they're getting divorced.",Chandler,sadness,negative,336,4,175,9,1,9,"00:08:26,005","00:08:30,091",29,185,68,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Oh my god.,Rachel,surprise,negative,336,5,175,10,1,9,"00:08:30,259","00:08:31,635",185,29,68,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
Yes. It's very difficult to appreciate a Thanksgiving dinner once you've seen it in reverse.,Chandler,sadness,negative,336,6,175,11,1,9,"00:08:31,802","00:08:36,223",29,185,68,True,"[('Thanksgiving', 'DATE')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"All right, I'm nine years old.",Chandler,neutral,neutral,337,0,175,6,1,9,"00:08:16,204","00:08:17,496",29,197,11,True,"[('nine years old', 'DATE')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Oh, I hate this story.",Ross,sadness,negative,337,1,175,7,1,9,"00:08:17,663","00:08:19,331",197,29,11,False,[],False,[],,
We just finished this magnificent Thanksgiving dinner.,Chandler,neutral,neutral,337,2,175,8,1,9,"00:08:19,499","00:08:21,416",29,197,11,True,"[('Thanksgiving', 'DATE')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"I have--and I remember this part vividly--a mouthful of pumpkin pie, and this is the moment my parents choose to tell me they're getting divorced.",Chandler,sadness,negative,337,3,175,9,1,9,"00:08:26,005","00:08:30,091",29,197,11,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Hey, who's this little naked guy?",Rachel,surprise,positive,338,0,176,0,1,8,"00:20:18,800","00:20:20,843",185,197,5,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
That little naked guy would be me.,Ross,neutral,neutral,338,1,176,1,1,8,"00:20:21,053","00:20:23,179",197,185,5,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Aww, look at the little thing.",Rachel,surprise,positive,338,2,176,2,1,8,"00:20:23,805","00:20:26,557",185,197,5,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Aww, look at the little thing.",Rachel,surprise,positive,339,0,176,2,1,8,"00:20:23,805","00:20:26,557",185,29,68,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Who are those people?,Chandler,surprise,positive,339,1,176,4,1,8,"0:20:35,317","0:20:36,129",29,185,68,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Who are those people?,Chandler,surprise,positive,340,0,176,4,1,8,"0:20:35,317","0:20:36,129",29,197,11,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Got me.,Ross,surprise,positive,340,1,176,5,1,8,"0:20:36,129","0:20:37,878",197,29,11,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Got me.,Ross,surprise,positive,341,0,176,5,1,8,"0:20:36,129","0:20:37,878",197,144,13,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Oh, that's Nana, right there in the middle.  'Me and the gang at Java Joe's'.",Monica,neutral,neutral,341,1,176,6,1,8,"00:20:38,111","00:20:45,826",144,197,13,True,"[('Nana', 'PERSON'), (""Java Joe's"", 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Let's see, 1939... yeah, 24, 25?",Monica,neutral,neutral,341,2,176,8,1,8,"00:20:49,831","00:20:57,088",144,197,13,True,"[('1939', 'DATE'), ('24', 'DATE'), ('25', 'DATE')]",True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
Looks like a fun gang.,Ross,neutral,neutral,341,3,176,9,1,8,"00:20:54,211","00:20:57,088",197,144,13,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Oh, that's Nana, right there in the middle.  'Me and the gang at Java Joe's'.",Monica,neutral,neutral,342,0,176,6,1,8,"00:20:38,111","00:20:45,826",144,185,22,True,"[('Nana', 'PERSON'), (""Java Joe's"", 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Wow, Monica, you look just like your grandmother. How old was she there?",Rachel,surprise,positive,342,1,176,7,1,8,"00:20:46,036","00:20:49,622",185,144,22,True,"[('Monica', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'SetQ'}]",Task,SetQ
"Let's see, 1939... yeah, 24, 25?",Monica,neutral,neutral,342,2,176,8,1,8,"00:20:49,831","00:20:57,088",144,185,22,True,"[('1939', 'DATE'), ('24', 'DATE'), ('25', 'DATE')]",True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
Looks like a fun gang.,Ross,neutral,neutral,343,0,176,9,1,8,"00:20:54,211","00:20:57,088",197,108,8,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Ooh, look-look-look-look-look! I got Monica naked!",Joey,joy,positive,343,1,176,10,1,8,"00:21:02,970","00:21:06,138",108,197,8,True,"[('Monica', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"So, whats this about?",Tag,joy,positive,344,0,177,0,8,2,"00:15:57,122","00:15:58,790",217,178,96,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Rachel has something that she wants to tell you and umm, I believe that this is your red sweater.",Phoebe,neutral,neutral,344,1,177,1,8,2,"00:15:58,999","00:16:05,922",178,217,96,True,"[('Rachel', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
No.  This is my red sweater.,Tag,neutral,neutral,344,2,177,2,8,2,"00:16:06,090","00:16:10,218",217,178,96,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Oh no. Could I get anyone a coffee orpoison? No? Just for me? Okay.,Phoebe,fear,negative,344,3,177,3,8,2,"00:16:12,513","00:16:23,940",178,217,96,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Whats going on Rach?,Tag,joy,positive,344,4,177,4,8,2,"00:16:25,359","00:16:27,235",217,178,96,True,"[('Rach', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Yknow, Im actually glad Phoebe called.",Tag,joy,positive,344,5,177,6,8,2,"00:16:37,663","00:16:40,331",217,178,96,True,"[('I\x92m', 'ORG'), ('Phoebe', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"I know we broke up because you thought I wasnt mature enough, but Ive really grown up and think we should get back together.",Tag,joy,positive,344,6,177,7,8,2,"00:16:45,838","00:16:52,468",217,178,96,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Whats going on Rach?,Tag,joy,positive,345,0,177,4,8,2,"00:16:25,359","00:16:27,235",217,185,108,True,"[('Rach', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Nothing! Phoebe kinda made a mistake. But yknow you do wear that sweater a lot, are you involved in some kind of dare?",Rachel,fear,negative,345,1,177,5,8,2,"00:16:27,403","00:16:40,331",185,217,108,True,"[('Phoebe kinda', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Yknow, Im actually glad Phoebe called.",Tag,joy,positive,345,2,177,6,8,2,"00:16:37,663","00:16:40,331",217,185,108,True,"[('I\x92m', 'ORG'), ('Phoebe', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"I know we broke up because you thought I wasnt mature enough, but Ive really grown up and think we should get back together.",Tag,joy,positive,345,3,177,7,8,2,"00:16:45,838","00:16:52,468",217,185,108,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
"Oh, its just not the right time.",Rachel,sadness,negative,345,4,177,8,8,2,"00:16:52,761","00:16:54,804",185,217,108,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
It is the right time.,Tag,joy,positive,345,5,177,9,8,2,"0:16:55,014","0:16:56,266",217,185,108,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Okay.,Rachel,neutral,neutral,345,6,177,10,8,2,"0:16:56,266","0:16:57,703",185,217,108,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
Kay!,Joey,joy,positive,346,0,178,0,7,18,"00:10:35,301","00:10:37,302",108,240,109,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
in the category of Favorite Returning Male Character the nominees are: John Wheeler from,The Presenter,neutral,neutral,346,1,178,1,7,18,"00:10:37,678","00:10:43,141",240,108,109,True,"[('Favorite Returning Male Character', 'WORK_OF_ART'), ('John Wheeler', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
What the?!,Joey,surprise,negative,346,2,178,2,7,18,"00:11:05,081","00:11:07,248",108,240,109,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'SetQ'}]",Task,SetQ
Yeah.,Rachel,neutral,neutral,347,0,179,0,7,22,"0:13:30,893","0:13:31,995",185,183,110,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
"Youre an Aquarius, huh?",Policeman,neutral,neutral,347,1,179,1,7,22,"0:13:31,995","0:13:34,073",183,185,110,True,"[('Aquarius', 'PERSON')]",False,[],,
I bet youre a Gemini.,Rachel,neutral,neutral,347,2,179,2,7,22,"0:13:35,773","0:13:37,455",185,183,110,True,"[('Gemini', 'PERSON')]",True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Nope.,Policeman,neutral,neutral,347,3,179,3,7,22,"0:13:37,455","0:13:38,121",183,185,110,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Taurus?,Rachel,neutral,neutral,347,4,179,4,7,22,"0:13:38,317","0:13:38,949",185,183,110,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Nope.,Policeman,neutral,neutral,347,5,179,5,7,22,"0:13:38,949","0:13:39,619",183,185,110,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Virgo?,Rachel,neutral,neutral,347,6,179,6,7,22,"0:13:39,735","0:13:40,987",185,183,110,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Nope.,Policeman,neutral,neutral,347,7,179,7,7,22,"0:13:40,987","0:13:41,613",183,185,110,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Sagittarius?,Rachel,neutral,neutral,347,8,179,8,7,22,"0:13:42,071","0:13:42,155",185,183,110,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Yep.,Policeman,neutral,neutral,347,9,179,9,7,22,"0:13:42,155","0:13:43,845",183,185,110,False,[],True,"[{'dimension': 'Feedback', 'communicative_function': 'Feedback'}]",Feedback,Feedback
"I knew it! I knew it, ahh.",Rachel,joy,positive,347,10,179,10,7,22,"00:13:43,948","00:13:46,407",185,183,110,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
Youre not gonna speed anymore right?,Policeman,neutral,neutral,347,11,179,11,7,22,"0:13:46,575","0:13:49,137",183,185,110,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
I wont speed.,Rachel,neutral,neutral,347,12,179,12,7,22,"0:13:49,137","0:13:49,627",185,183,110,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
And you promise youll get this taken care of right away?,Policeman,neutral,neutral,347,13,179,13,7,22,"0:13:49,745","0:13:51,831",183,185,110,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
I promise.,Rachel,neutral,neutral,347,14,179,14,7,22,"0:13:51,831","0:13:52,597",185,183,110,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'Statement'}]",Task,Statement
And in the meantime you better let him drive. Does he have a license?,Policeman,neutral,neutral,347,15,179,15,7,22,"00:13:52,706","00:13:54,666",183,185,110,False,[],True,"[{'dimension': 'Task', 'communicative_function': 'PropQ'}]",Task,PropQ
